date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:37:13	154388/154388	---M--	200	added ('OK')	image/jpeg	etag:%2225b14-5c6fd050-906408e8ab91a3d7;;;%22	https://vivaco.com/demo/startuply/assets/img/background/form-bg3.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/form-bg3.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:14	206118/206118	---M--	200	added ('OK')	image/jpeg	etag:%2232526-5c6fd050-4a9c53fecb69a8bd;;;%22	https://vivaco.com/demo/startuply/assets/img/background/form-bg1.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/form-bg1.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:14	406086/406086	---M--	200	added ('OK')	image/jpeg	etag:%2263246-5c6fd050-b023f5436d07f855;;;%22	https://vivaco.com/demo/startuply/assets/img/background/form-bg2.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/form-bg2.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:16	233805/233805	---M--	200	added ('OK')	image/jpeg	etag:%223914d-5c6fd052-e5e5f5846706c4dd;;;%22	https://vivaco.com/demo/startuply/assets/img/background/lead-generation1.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/lead-generation1.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:16	258637/258637	---M--	200	added ('OK')	image/jpeg	etag:%223f24d-5c6fd052-5e59008cfa7d3b8a;;;%22	https://vivaco.com/demo/startuply/assets/img/background/lead-generation2.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/lead-generation2.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:16	216064/216064	---M--	200	added ('OK')	image/jpeg	etag:%2234c00-5c6fd050-60462fec339d66e3;;;%22	https://vivaco.com/demo/startuply/assets/img/background/form-bg4.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/form-bg4.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:17	8451/8451	---M--	200	added ('OK')	image/png	etag:%222103-5c6fd052-1c31bdb533907016;;;%22	https://vivaco.com/demo/startuply/assets/img/background/pattern-icons.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/pattern-icons.png	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:17	1344277/1344277	---M--	200	added ('OK')	image/jpeg	etag:%22148315-5c6fd054-43d9a00651d1bf66;;;%22	https://vivaco.com/demo/startuply/assets/img/background/lead-generation3.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/lead-generation3.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:18	1625/1625	---M--	200	added ('OK')	image/png	etag:%22659-5c6fd061-414adaf3e8ca1765;;;%22	https://vivaco.com/demo/startuply/assets/img/icon/quotes-a-white.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/icon/quotes-a-white.png	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:18	1618/1618	---M--	200	added ('OK')	image/png	etag:%22652-5c6fd061-fbf22e83f199bdc1;;;%22	https://vivaco.com/demo/startuply/assets/img/icon/quotes-b-white.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/icon/quotes-b-white.png	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:18	92636/92636	---M--	200	added ('OK')	image/png	etag:%22169dc-5c6fd05c-517db65980974376;;;%22	https://vivaco.com/demo/startuply/assets/img/features/video-container.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/features/video-container.png	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:19	1476/1476	---M-Z	200	added ('OK')	text/css	etag:%225c4-5c6fd06b-f4cae09c8f7d93e3;gz%22	https://vivaco.com/demo/startuply/assets/js/owl/owl.carousel.css	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/owl/owl.carousel.css	(from https://vivaco.com/demo/startuply/index.html)
13:37:19	1620/1620	---M-Z	200	added ('OK')	text/css	etag:%22654-5c6fd06c-4971563436401a72;gz%22	https://vivaco.com/demo/startuply/assets/js/owl/owl.theme.css	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/owl/owl.theme.css	(from https://vivaco.com/demo/startuply/index.html)
13:37:19	894013/894013	---M--	200	added ('OK')	image/jpeg	etag:%22da43d-5c6fd053-ca3a245373956f7a;;;%22	https://vivaco.com/demo/startuply/assets/img/background/golden-gate-bridge.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/golden-gate-bridge.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:19	1151279/1151279	---M--	200	added ('OK')	image/jpeg	etag:%2211912f-5c6fd055-f07cc3eb00ab050e;;;%22	https://vivaco.com/demo/startuply/assets/img/background/smb_owner.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/background/smb_owner.jpg	(from https://vivaco.com/demo/startuply/assets/css/style.css)
13:37:19	6938/6938	---M--	200	added ('OK')	image/png	etag:%221b1a-5c6fce7e-9b6f1e4e3b377dee;;;%22	https://vivaco.com/demo/startuply/assets/img/awwwards_honorable_black_left.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/awwwards_honorable_black_left.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:20	1537/1537	---M--	200	added ('OK')	image/png	etag:%2290e52f87bcf0e01514cbc769fe26e9cd%22	https://s3.amazonaws.com/onepagelove/one-page-love-award-left.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/s3.amazonaws.com/onepagelove/one-page-love-award-left.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:21	54381/54381	---M--	200	added ('OK')	image/png	etag:%22d46d-5c6fce41-95d6541f0fceb3ad;;;%22	https://vivaco.com/demo/startuply/img/top-header.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/img/top-header.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:21	33868/33868	---M-Z	200	added ('OK')	text/html	etag:%22844c-5c6fce23-451f9502e576162b;gz%22	https://vivaco.com/demo/startuply/index-main.html	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/index-main.html	(from https://vivaco.com/demo/startuply/index.html)
13:37:23	1147/1147	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Jun%202019%2013:37:19%20GMT	http://vivaco.com/demo/startuply/builder/	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/builder/index.html	(from https://vivaco.com/demo/startuply/index.html)
13:37:23	158692/158692	---M--	200	added ('OK')	image/png	etag:%2226be4-5c6fce3f-70033a08e5912a96;;;%22	https://vivaco.com/demo/startuply/img/default.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/img/default.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:24	219313/219313	---M--	200	added ('OK')	image/png	etag:%22358b1-5c6fce40-9aa1008a786268ef;;;%22	https://vivaco.com/demo/startuply/img/fast-reg.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/img/fast-reg.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:24	191162/191162	---M--	200	added ('OK')	image/png	etag:%222eaba-5c6fce3f-a072c75375904c12;;;%22	https://vivaco.com/demo/startuply/img/color.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/img/color.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:25	147554/147554	---M--	200	added ('OK')	image/png	etag:%2224062-5c6fce3f-eb259701e0be2534;;;%22	https://vivaco.com/demo/startuply/img/promo.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/img/promo.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:25	192724/192724	---M--	200	added ('OK')	image/png	etag:%222f0d4-5c6fce41-c9250a1bbe17453e;;;%22	https://vivaco.com/demo/startuply/img/video.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/img/video.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:25	79114/79114	---M--	200	added ('OK')	image/png	etag:%221350a-5c6fce40-995db3084480e611;;;%22	https://vivaco.com/demo/startuply/img/shortcodes.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/img/shortcodes.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:25	170902/170902	---M--	200	added ('OK')	image/png	etag:%2229b96-5c6fce40-9d8fc9c3fac973b9;;;%22	https://vivaco.com/demo/startuply/img/registration.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/img/registration.png	(from https://vivaco.com/demo/startuply/index.html)
13:37:26	96380/96380	---M-Z	200	added ('OK')	application/javascript	etag:%221787c-5c6fce82-9489ebbe8f00271f;gz%22	https://vivaco.com/demo/startuply/assets/js/jquery-1.11.0.min.js	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/jquery-1.11.0.min.js	(from https://vivaco.com/demo/startuply/index.html)
13:37:26	23890/23890	---M-Z	200	added ('OK')	application/javascript	etag:%225d52-5c6fd06c-b38b895b5639a2bb;gz%22	https://vivaco.com/demo/startuply/assets/js/owl/owl.carousel.min.js	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/owl/owl.carousel.min.js	(from https://vivaco.com/demo/startuply/index.html)
13:37:28	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2013:37:26%20GMT	https://vivaco.com/demo/startuply/register	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/register	(from https://vivaco.com/demo/startuply/index-color.html)
13:37:29	43964/43964	---MC-	200	added ('OK')	text/javascript	date:Tue,%2021%20May%202019%2023:53:44%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/www.google-analytics.com/analytics.js	(from https://vivaco.com/demo/startuply/index.html)
13:37:29	44321/44321	---M-Z	200	added ('OK')	application/javascript	etag:%22ad21-5c6fce85-1c79b3c2a3dbc84f;gz%22	https://vivaco.com/demo/startuply/assets/js/jquery.mb.YTPlayer.min.js	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/jquery.mb.YTPlayer.min.js	(from https://vivaco.com/demo/startuply/index-video.html)
13:37:29	24022/24022	---M-Z	200	added ('OK')	application/javascript	etag:%225dd6-5c6fce83-184c864405230b1d;gz%22	https://vivaco.com/demo/startuply/assets/js/jquery-ui-slider.min.js	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/jquery-ui-slider.min.js	(from https://vivaco.com/demo/startuply/index-video.html)
13:37:30	320015/320015	---M--	200	added ('OK')	image/png	etag:%224e20f-5c6fd05a-b8d9c9594dd870a8;;;%22	https://vivaco.com/demo/startuply/assets/img/features/app_block.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/features/app_block.png	(from https://vivaco.com/demo/startuply/index-color.html)
13:37:30	27881/27881	---M--	200	added ('OK')	image/jpeg	etag:%226ce9-5c6fd055-445815a9d64ff56;;;%22	https://vivaco.com/demo/startuply/assets/img/blog/blog2-300x300.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/blog/blog2-300x300.jpg	(from https://vivaco.com/demo/startuply/blog.html)
13:37:30	57647/57647	---M--	200	added ('OK')	image/jpeg	etag:%22e12f-5c6fd055-5eb8ed5929151ffe;;;%22	https://vivaco.com/demo/startuply/assets/img/blog/blog1-848x330.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/blog/blog1-848x330.jpg	(from https://vivaco.com/demo/startuply/blog.html)
13:37:30	18230/18230	---M--	200	added ('OK')	image/jpeg	etag:%224736-5c6fd056-49d2d5c13d612e44;;;%22	https://vivaco.com/demo/startuply/assets/img/blog/blog3-300x300.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/blog/blog3-300x300.jpg	(from https://vivaco.com/demo/startuply/blog.html)
13:37:31	24104/24104	---M--	200	added ('OK')	image/jpeg	etag:%225e28-5c6fd056-52a4c6064070d5d8;;;%22	https://vivaco.com/demo/startuply/assets/img/blog/blog4-300x300.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/blog/blog4-300x300.jpg	(from https://vivaco.com/demo/startuply/blog.html)
13:37:31	23989/23989	---M--	200	added ('OK')	image/jpeg	etag:%225db5-5c6fd055-435dd51eb85215ad;;;%22	https://vivaco.com/demo/startuply/assets/img/blog/blog1-300x300.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/blog/blog1-300x300.jpg	(from https://vivaco.com/demo/startuply/blog.html)
13:37:31	25134/25134	---M--	200	added ('OK')	image/jpeg	etag:%22622e-5c6fd057-f634c87f1bad3870;;;%22	https://vivaco.com/demo/startuply/assets/img/blog/blog5-300x300.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/blog/blog5-300x300.jpg	(from https://vivaco.com/demo/startuply/blog.html)
13:37:32	81587/81587	---M--	200	added ('OK')	image/jpeg	etag:%2213eb3-5c6fd055-1cdcd50a14ad3654;;;%22	https://vivaco.com/demo/startuply/assets/img/blog/blog1-848x566.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/blog/blog1-848x566.jpg	(from https://vivaco.com/demo/startuply/blog-post.html)
13:37:33	19359/19359	---M-Z	200	added ('OK')	application/javascript	etag:%224b9f-5c6fce84-be96d0fa52108bf2;gz%22	https://vivaco.com/demo/startuply/assets/js/jquery.bxslider.min.js	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/jquery.bxslider.min.js	(from https://vivaco.com/demo/startuply/product.html)
13:37:33	96919/96919	---M--	200	added ('OK')	image/jpeg	etag:%2217a97-5c6fd057-70735093495295d1;;;%22	https://vivaco.com/demo/startuply/assets/img/blog/blog5-1000x664.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/blog/blog5-1000x664.jpg	(from https://vivaco.com/demo/startuply/blog-post.html)
13:37:33	4905/4905	---M--	200	added ('OK')	image/png	etag:%221329-5c6fce80-912a198013d8108b;;;%22	https://vivaco.com/demo/startuply/assets/img/paypal-133x35.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/paypal-133x35.png	(from https://vivaco.com/demo/startuply/cart-checkout.html)
13:37:33	29606/29606	---M--	200	added ('OK')	image/jpeg	etag:%2273a6-5c6fd05e-b275aa88d1361ca;;;%22	https://vivaco.com/demo/startuply/assets/img/gallery/thumb-1.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/gallery/thumb-1.jpg	(from https://vivaco.com/demo/startuply/shortcodes.html)
13:37:34	24568/24568	---M--	200	added ('OK')	image/jpeg	etag:%225ff8-5c6fd05e-26a35412d0b8575f;;;%22	https://vivaco.com/demo/startuply/assets/img/gallery/thumb-2.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/gallery/thumb-2.jpg	(from https://vivaco.com/demo/startuply/shortcodes.html)
13:37:35	58613/58613	---M--	200	added ('OK')	image/jpeg	etag:%22e4f5-5c6fd05e-401e42333f911f1b;;;%22	https://vivaco.com/demo/startuply/assets/img/gallery/thumb-3.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/gallery/thumb-3.jpg	(from https://vivaco.com/demo/startuply/shortcodes.html)
13:37:35	29556/29556	---M--	200	added ('OK')	image/jpeg	etag:%227374-5c6fd05e-68301de383f392bb;;;%22	https://vivaco.com/demo/startuply/assets/img/gallery/thumb-4.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/gallery/thumb-4.jpg	(from https://vivaco.com/demo/startuply/shortcodes.html)
13:37:35	83973/83973	---M-Z	200	added ('OK')	text/html	etag:%2214805-5c6fce22-736fd1911f374d39;gz%22	https://vivaco.com/demo/startuply/icons-reference.html	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/icons-reference.html	(from https://vivaco.com/demo/startuply/shortcodes.html)
13:37:37	1032317/1032317	---M--	200	added ('OK')	image/jpeg	etag:%22fc07d-5c6fd06c-71c0a5c15477bdc3;;;%22	https://vivaco.com/demo/startuply/assets/img/products/product2_1280x1024.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/products/product2_1280x1024.jpg	(from https://vivaco.com/demo/startuply/product-grid.html)
13:37:37	1212165/1212165	---M--	200	added ('OK')	image/jpeg	etag:%22127f05-5c6fd06c-41dd56a96fb82f9b;;;%22	https://vivaco.com/demo/startuply/assets/img/products/product1_1024x1024.jpg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/img/products/product1_1024x1024.jpg	(from https://vivaco.com/demo/startuply/product-grid.html)
13:37:37	281624/281624	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2244c18-5c6fce7c-6e5fe671009623de;;;%22	https://vivaco.com/demo/startuply/assets/fonts/line-icons.eot?	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/fonts/line-iconsd41d.eot	(from https://vivaco.com/demo/startuply/assets/css/lib/font-lineicons.css)
13:37:37	281624/281624	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2244c18-5c6fce7c-6e5fe671009623de;;;%22	https://vivaco.com/demo/startuply/assets/fonts/line-icons.eot	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/fonts/line-icons.eot	(from https://vivaco.com/demo/startuply/assets/css/lib/font-lineicons.css)
13:37:39	159616/159616	---M--	200	added ('OK')	font/woff	etag:%2226f80-5c6fce7d-cb0ee888f28d92db;;;%22	https://vivaco.com/demo/startuply/assets/fonts/line-icons.woff	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/fonts/line-icons.woff	(from https://vivaco.com/demo/startuply/assets/css/lib/font-lineicons.css)
13:37:39	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2013:37:36%20GMT	https://vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.eot	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.eot	(from https://vivaco.com/demo/startuply/assets/css/lib/bootstrap.min.css)
13:37:39	281452/281452	---M--	200	added ('OK')	font/ttf	etag:%2244b6c-5c6fce7d-84921d44a9232de1;;;%22	https://vivaco.com/demo/startuply/assets/fonts/line-icons.ttf	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/fonts/line-icons.ttf	(from https://vivaco.com/demo/startuply/assets/css/lib/font-lineicons.css)
13:37:39	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2013:37:37%20GMT	https://vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.eot?	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regulard41d.eot	(from https://vivaco.com/demo/startuply/assets/css/lib/bootstrap.min.css)
13:37:39	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2013:37:37%20GMT	https://vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.woff	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.woff	(from https://vivaco.com/demo/startuply/assets/css/lib/bootstrap.min.css)
13:37:40	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2013:37:37%20GMT	https://vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.ttf	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.ttf	(from https://vivaco.com/demo/startuply/assets/css/lib/bootstrap.min.css)
13:37:40	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2013:37:38%20GMT	https://vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.svg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/css/fonts/glyphicons-halflings-regular.svg	(from https://vivaco.com/demo/startuply/assets/css/lib/bootstrap.min.css)
13:37:40	643069/643069	---M-Z	200	added ('OK')	image/svg+xml	etag:%229cffd-5c6fce7d-cf239e301af6cdc5;gz%22	https://vivaco.com/demo/startuply/assets/fonts/line-icons.svg	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/fonts/line-icons.svg	(from https://vivaco.com/demo/startuply/assets/css/lib/font-lineicons.css)
13:37:40	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2013:37:38%20GMT	https://vivaco.com/demo/startuply/assets/js/owl/grabbing.png	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/owl/grabbing.png	(from https://vivaco.com/demo/startuply/assets/js/owl/owl.carousel.css)
13:37:41	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202019%2013:37:38%20GMT	https://vivaco.com/demo/startuply/assets/js/owl/AjaxLoader.gif	C:/Users/Moses%20Adamu/Documents/MEST/KMEC/Website/Startuply/vivaco.com/demo/startuply/assets/js/owl/AjaxLoader.gif	(from https://vivaco.com/demo/startuply/assets/js/owl/owl.theme.css)
13:37:42	1147/1147	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Jun%202019%2013:37:39%20GMT	http://vivaco.com/robots.txt		(from https://vivaco.com/demo/startuply/index.html)
